villageId,i,heard,adopt,nSent,age,female,income,edu,hasPhone,usePhoneCall,usePhoneText,phone,pol_index,distMeeting,leader,prosoc_dic,prosoc_pub,attend,satisfaction,priority,post_effective,post_responsive,post_responsive_dyna,post_capacity,post_capacity_dyna,post_assets_edu,post_assets_health,post_assets_water,post_assets_roads
29,24414204,0,0,0,21,1,1,0,1,1,0,0,-0.576592993,1.214172927,0,0.4,0.8,0,NA,Access to clean water,3,1,1,4,4,2,2,2,2
29,24414301,0,0,0,22,0,4,0,1,1,1,1,6.51E-04,0.714375775,0,0.2,0.1,0,NA,"Infrastructure, like roads and bridges",2,1,1,1,4,2,2,1,2
29,24414302,0,0,0,19,1,5,0,1,1,0,0,-0.467815788,1.214042678,0,0.3,0.4,0,NA,"Direct assistance to the poor (food, cash)",5,2,4,4,5,5,1,1,1
29,24414401,0,0,0,18,0,2,0,0,0,0,0,-0.26698992,0.257309136,0,0.2,0.3,0,NA,Education,3,4,4,4,2,2,1,1,2
29,24414402,1,0,0,52,0,2,0,0,0,0,0,0.027783508,1.094639209,1,0,0.2,1,NA,Healthcare,3,1,3,4,3,3,1,1,1
29,24414403,0,0,0,45,1,1,0,0,0,0,0,0.143077263,1.116975139,0,0.3,0.8,0,NA,Education,5,4,3,4,4,3,3,1,1
29,24414501,0,0,0,54,1,4,0,1,1,0,0,-0.877882971,3.210105619,0,0.2,0.2,0,NA,Access to clean water,3,4,4,4,4,3,2,1,1
29,24414503,0,0,0,66,0,3,1,1,1,0,0,-0.877882971,3.195662561,0,1,0.5,0,NA,"Direct assistance to the poor (food, cash)",4,4,3,4,4,3,3,1,3
29,24414601,1,0,0,22,0,2,0,0,1,1,1,-0.26698992,1.086203904,0,0.5,0.4,0,NA,Education,4,4,4,5,5,4,2,1,1
29,24414602,1,0,0,65,0,2,0,1,0,0,0,0.29542455,1.097102141,1,0.3,0.3,1,NA,Healthcare,1,1,3,4,2,3,1,1,1
29,24414701,0,0,0,20,1,2,0,1,1,0,0,0.437850691,1.092489861,0,0.1,0.4,0,NA,Access to clean water,1,1,4,4,3,2,1,1,1
29,24414702,1,0,0,22,0,2,1,1,1,0,0,0.027783508,1.092228501,0,0,0.2,0,NA,Healthcare,1,1,1,1,1,3,1,1,1
29,24414801,0,0,0,32,0,4,0,1,1,0,0,0.705491733,1.029419565,1,0.3,0.7,0,NA,"Direct assistance to the poor (food, cash)",1,2,4,2,4,3,1,1,1
29,24414802,0,0,0,18,0,3,0,1,0,0,0,-0.16652581,1.02596194,0,0,0.1,0,NA,Education,3,4,4,5,4,3,2,2,1
29,24414803,1,0,0,35,1,4,0,1,0,0,0,0.027783508,1.029417496,0,0.3,0.2,0,NA,"Direct assistance to the poor (food, cash)",3,4,4,5,4,3,1,1,1
29,24414902,0,0,0,44,0,2,1,1,1,0,0,0.705491733,1.021900316,0,0,0.2,0,NA,Agricultural development,3,1,1,1,2,2,1,1,1
29,24415002,0,0,0,38,1,4,0,0,0,0,0,0.027783508,1.796704408,0,0.2,0.3,0,NA,Access to clean water,2,3,3,4,3,3,2,2,2
29,24415003,0,0,0,18,1,4,1,1,0,0,0,-0.467815788,NA,0,0.5,0,0,NA,Access to clean water,4,4,3,4,3,2,2,2,2
29,24415101,0,0,0,28,1,1,0,0,0,0,0,1.084851322,0.893738861,0,0.2,0.3,0,NA,Education,3,4,4,4,4,2,2,1,1
29,24415102,0,0,0,32,0,2,1,0,0,0,0,0.622900963,0.980165995,0,0.3,0.5,0,NA,Agricultural development,2,2,4,4,4,3,2,1,1
29,24415202,0,0,0,22,0,1,0,1,1,0,0,-0.576592993,1.038747263,0,0,0.5,0,NA,Healthcare,1,1,2,4,2,2,1,1,3
29,24415301,1,0,0,63,1,4,0,0,0,0,0,0.143077263,1.03587596,0,0.5,0.4,1,NA,"Direct assistance to the poor (food, cash)",3,4,4,5,4,5,5,1,1
29,24415401,0,0,0,18,1,4,0,0,1,0,0,-0.877882971,1.102277792,0,0.2,0.1,0,NA,Healthcare,3,4,1,4,4,3,1,1,1
29,24415402,1,0,0,19,0,4,0,0,1,0,0,-0.576592993,1.036235487,0,0.5,0.2,1,NA,Access to clean water,5,4,3,5,3,5,1,1,1
29,24415501,0,0,0,32,1,1,0,0,0,0,0,-0.26698992,0.866723226,0,0.2,0.4,0,NA,Access to clean water,3,4,3,4,3,3,1,1,2
29,24415502,1,0,0,37,0,4,0,0,1,0,0,0.027783508,0.882469612,0,0.3,0.5,0,NA,Education,4,4,3,5,4,4,1,1,2
29,24415602,0,0,0,33,1,1,0,1,0,0,0,-0.16652581,0.863296334,0,0,0.2,0,NA,Access to clean water,3,4,3,4,4,3,1,1,1
29,24415603,0,0,0,18,0,2,0,1,0,1,0,-0.16652581,0.864766541,0,0,0.1,0,NA,Access to clean water,3,4,3,4,4,1,1,1,1
29,24415701,0,0,0,18,1,4,0,0,0,0,0,-0.16652581,0.868081115,0,0,0,0,NA,Education,3,4,4,4,4,3,3,1,1
29,24415702,0,0,0,21,0,1,0,0,1,0,0,-0.467815788,0.855037216,0,0.2,0.3,0,NA,Education,4,2,4,5,4,2,2,1,1
29,990006999,1,0,0,39,0,1,1,1,1,1,1,0.705491733,0.149806034,0,0.1,0.1,1,NA,Healthcare,4,4,3,3,4,1,2,1,1
29,990028989,0,0,0,59,0,4,1,1,1,1,1,0.790077894,0.290763026,0,0.5,1,0,NA,Education,2,4,4,4,4,4,2,1,2
29,990036111,0,0,0,32,1,4,0,0,1,0,0,0.143077263,0.246857279,1,0.3,0.3,0,NA,Agricultural development,3,3,3,4,4,3,1,1,1
29,990048837,0,0,0,22,0,4,0,1,1,1,1,-0.16652581,1.506063295,0,0,0.1,0,NA,Healthcare,3,5,4,4,4,4,1,1,1
29,990049734,0,0,0,19,1,4,0,0,1,0,0,-0.576592993,1.474412431,0,0.3,0.5,0,NA,Access to clean water,2,4,4,4,4,5,4,1,2
29,990054300,0,0,0,64,1,2,0,0,0,0,0,-0.27350647,1.530103233,0,0.4,0.3,0,NA,"Direct assistance to the poor (food, cash)",4,4,4,4,4,2,2,1,2
29,990057972,0,0,0,21,0,1,0,0,1,0,0,-0.16652581,0.593913131,0,0,0.1,0,NA,"Direct assistance to the poor (food, cash)",2,1,1,3,3,1,1,1,2
29,990067031,0,0,0,29,1,2,0,1,0,0,0,-0.26698992,1.052267827,0,0.2,0.2,0,NA,Education,3,4,4,4,3,2,2,1,2
29,990102748,0,0,0,19,1,1,0,0,0,0,0,-0.877882971,0.641963254,0,0,0.8,0,NA,"Direct assistance to the poor (food, cash)",3,4,3,4,NA,1,2,2,2
29,990105033,0,0,0,19,1,1,0,1,1,0,0,-0.877882971,1.035147075,0,0.3,0.2,0,NA,Education,3,2,3,4,4,3,3,2,2
29,993682419,0,0,0,19,1,NA,0,1,1,0,0,-0.877882971,0.617769452,0,0,0,0,NA,Education,3,4,4,4,4,3,3,3,2
29,993682423,0,0,0,41,1,1,0,1,1,0,0,0.128247618,0.614917309,0,0.1,0.2,0,NA,"Infrastructure, like roads and bridges",3,NA,1,4,4,3,2,2,1
40,19100101,0,0,0,36,1,1,0,0,1,0,0,0.705491733,5.007615109,0,0.1,0.2,0,NA,Education,3,3,4,4,4,2,1,2,4
40,19100102,0,0,0,21,1,2,0,0,1,0,0,-0.576592993,5.019422107,0,0.1,0.2,0,NA,Education,2,4,4,4,4,4,4,4,4
40,19100201,1,0,0,54,0,2,1,0,1,0,0,0.705491733,4.634302117,1,0.1,0.2,1,NA,Education,3,3,3,4,3,2,1,1,1
40,19100202,1,0,0,53,1,1,0,0,0,0,0,0.705491733,4.625363227,0,0.2,0.5,1,NA,"Direct assistance to the poor (food, cash)",5,5,5,5,5,5,1,5,1
40,19100401,0,0,0,39,0,1,0,0,1,1,1,1.494918505,4.075286111,1,0.1,0.2,0,NA,Education,2,1,1,5,2,2,1,1,2
40,19100501,0,0,0,35,1,2,0,1,1,0,0,-0.877882971,4.026098398,0,0,0.5,0,NA,Healthcare,3,4,3,5,3,2,1,2,4
40,19100502,1,0,0,52,0,1,0,1,0,0,0,0.29542455,4.033754422,0,0.1,0.1,1,NA,Education,3,5,4,5,4,2,1,1,2
40,19100602,1,1,2,21,0,3,0,1,1,1,1,0.705491733,4.021199565,0,0,0.2,1,0,Access to clean water,2,2,1,4,3,2,1,1,2
40,19100701,0,0,0,56,1,3,0,0,1,0,0,0.39588866,4.063196099,0,0,0,0,NA,"Direct assistance to the poor (food, cash)",2,5,4,4,3,3,4,4,3
40,19100801,0,0,0,30,1,3,0,0,0,0,0,0.410718305,4.538457556,0,0.1,0.2,0,NA,Education,3,4,3,4,1,1,1,1,2
40,19100902,0,0,0,55,0,2,0,1,1,0,0,-0.315468501,3.967751551,1,0.3,0.2,0,NA,"Direct assistance to the poor (food, cash)",5,4,4,4,5,3,5,2,4
40,19101001,1,0,0,33,0,1,0,0,0,0,0,0.705491733,3.953469888,0,0.2,0.2,0,NA,"Direct assistance to the poor (food, cash)",5,NA,NA,4,5,1,1,1,3
40,19101002,0,0,0,22,1,1,0,0,0,0,0,-0.467815788,3.955383194,0,0.2,0.1,0,NA,Education,5,4,3,5,4,4,4,1,3
40,19101101,0,0,0,24,1,1,0,1,1,0,0,-0.467815788,3.972537747,0,0.1,0.2,0,NA,Education,3,4,5,5,4,4,2,1,3
40,19101102,1,1,10,26,0,4,0,1,1,1,1,1.494918505,3.989828181,1,0,0.1,1,1,"Infrastructure, like roads and bridges",3,4,3,4,4,4,4,1,3
40,19101201,0,0,0,25,1,5,0,0,1,0,0,-0.576592993,5.092259058,0,0,0.2,0,NA,Education,4,5,4,5,4,4,4,4,4
40,19101301,0,0,0,28,1,1,0,0,0,0,0,-0.877882971,3.972094609,0,0,0.2,0,NA,Healthcare,1,3,3,5,3,2,2,1,3
40,19101401,1,0,0,19,0,2,0,0,0,0,0,-0.27350647,NA,0,0,0,0,NA,Access to clean water,1,1,1,2,2,1,2,1,4
40,19101501,0,0,0,48,1,2,0,0,0,0,0,-0.877882971,3.961773828,1,0,0,0,NA,"Direct assistance to the poor (food, cash)",2,2,4,4,4,4,4,2,3
40,19101502,0,0,0,56,0,3,0,0,1,0,0,0.179184843,3.972248368,1,0,0,0,NA,Education,4,1,1,1,2,5,4,1,5
40,19101601,0,0,0,43,1,4,0,0,0,0,0,-0.467815788,NA,0,0,0.2,0,NA,"Security, like the police and military",2,3,2,3,4,2,2,1,2
40,19101602,1,0,0,55,0,1,0,0,1,1,1,0.212833779,3.924863538,0,0,0.2,1,NA,Education,3,1,1,4,4,1,1,1,3
40,19201701,0,0,0,25,1,3,0,1,1,0,0,-0.17304236,4.720255942,0,0.1,0.1,0,NA,Access to clean water,3,2,4,2,3,4,1,2,4
40,19201802,1,0,0,22,0,4,1,1,1,1,1,-0.014178523,4.737388066,0,0.2,0.3,0,NA,Access to clean water,2,1,2,3,2,3,3,2,4
40,19201902,0,0,0,24,1,4,0,0,0,0,0,-0.583109543,4.710214314,0,0.1,0.2,0,NA,Education,4,4,3,5,3,3,3,3,3
40,19201903,0,0,0,64,0,3,0,1,1,0,0,-0.467815788,4.735189509,1,0.3,0.2,0,NA,Education,3,1,2,2,2,1,3,2,2
40,19201904,1,0,0,48,1,4,0,1,0,0,0,-0.583109543,4.745814521,1,0.2,0.2,0,NA,Education,4,1,1,4,2,1,2,2,4
40,19202001,0,0,0,20,0,1,0,0,1,0,0,-0.877882971,4.712843786,0,0.1,0.1,0,NA,"Direct assistance to the poor (food, cash)",5,3,2,5,3,4,2,3,3
40,19202101,0,0,0,22,0,1,0,0,0,0,0,-0.467815788,4.535749374,0,0.3,0.5,0,NA,"Direct assistance to the poor (food, cash)",1,2,4,4,4,2,3,2,3
40,19202102,0,0,0,20,1,1,0,0,0,0,0,-0.877882971,4.540090828,0,0.4,0.3,0,NA,Education,3,4,4,4,3,5,5,3,3
40,19202201,0,0,0,44,1,1,0,0,0,0,0,-0.877882971,4.489537005,0,0.4,0.5,0,NA,Education,3,1,3,3,3,1,1,2,3
40,19202203,0,0,0,53,0,1,0,0,0,0,0,-0.158212715,4.541003905,0,0,0,0,NA,"Direct assistance to the poor (food, cash)",3,1,1,1,1,NA,NA,1,1
40,19202301,0,0,0,24,0,1,0,0,1,0,0,-0.005865428,4.532683161,0,0.3,0.3,0,NA,"Security, like the police and military",3,2,3,3,3,2,2,2,2
40,19202401,0,0,0,22,1,2,0,1,0,0,0,-0.26698992,4.51170255,0,0.1,0.3,0,NA,Agricultural development,4,3,3,3,3,1,3,4,4
40,19202402,1,0,0,24,0,2,1,1,1,1,1,0.705491733,4.50647113,0,0.2,0.2,0,NA,Education,3,2,3,4,3,3,2,2,4
40,19202501,0,0,0,24,1,2,0,1,0,0,0,0.128247618,4.476904936,0,0.2,0.4,0,NA,Agricultural development,3,3,4,4,4,5,2,1,4
40,19202502,0,0,0,41,0,2,0,0,0,0,0,0.136560713,4.47651811,0,0.4,0.6,0,NA,Education,2,3,4,4,4,3,1,1,2
40,19202601,0,0,0,74,1,1,0,0,0,0,0,-0.877882971,4.480847505,0,0.5,0.7,0,NA,Access to clean water,2,NA,NA,4,3,5,1,2,3
40,19202701,1,0,0,29,1,2,0,1,1,1,1,0.410718305,4.429285362,0,0.2,0.1,0,NA,Education,2,4,4,4,4,4,2,1,2
40,19202801,0,0,0,55,1,2,0,1,1,0,0,-0.158212715,4.27007324,1,0.4,0.4,0,NA,Access to clean water,3,4,4,4,4,2,2,1,2
40,19202901,1,0,0,35,0,1,0,1,1,0,0,0.705491733,4.266893987,0,0.4,0.6,0,NA,Education,1,5,4,5,4,4,4,1,4
40,19202902,1,0,0,31,1,2,0,1,0,0,0,0.128247618,4.285184446,0,0.5,0.4,0,NA,"Direct assistance to the poor (food, cash)",3,3,3,5,4,2,2,2,5
40,19203001,1,0,0,39,1,1,0,0,0,0,0,0.143077263,4.269316094,0,0.2,0.4,0,NA,Education,3,5,3,1,3,3,1,2,1
40,19203201,0,0,0,54,1,2,0,1,1,1,1,-0.568279898,4.215985465,0,0,0.2,0,NA,"Direct assistance to the poor (food, cash)",5,4,4,5,5,5,2,2,2
40,19203202,1,0,0,27,1,2,0,1,1,1,1,-0.158212715,4.219054193,0,0.4,0.2,0,NA,"Security, like the police and military",3,5,4,5,4,2,3,1,2
40,19203301,0,0,0,70,1,4,0,0,1,0,0,-0.315468501,4.013911446,0,0,0.2,0,NA,"Direct assistance to the poor (food, cash)",2,4,4,5,4,4,4,1,3
40,19203401,0,0,0,73,1,4,0,1,0,0,0,-0.315468501,4.017134333,0,0.2,0.3,0,NA,"Direct assistance to the poor (food, cash)",4,4,4,4,4,2,2,2,3
40,19203601,1,1,2,28,0,4,0,0,1,1,1,-0.281819565,3.926986615,0,0,0.4,1,1,Education,2,4,1,5,4,4,1,2,3
40,19203602,0,0,0,24,1,1,0,0,1,0,0,0.027783508,3.931344378,0,0,0.5,0,NA,"Direct assistance to the poor (food, cash)",3,1,5,4,5,5,5,1,3
40,19203701,1,1,3,30,0,1,0,1,1,0,0,-0.300638856,3.929731063,0,0,0,1,0,Education,3,1,1,4,1,5,1,1,3
40,19203702,0,0,0,29,1,4,0,1,1,1,1,0.29542455,3.93081641,0,0.3,0.4,0,NA,Education,3,1,4,4,4,4,1,1,4
40,19203801,1,1,3,42,0,1,0,0,1,1,1,0.404201755,3.873182219,1,0.4,0.2,1,0,Education,3,4,4,4,4,4,3,1,3
40,19203901,0,0,0,23,1,2,0,0,1,0,0,0.410718305,3.893852047,0,0,0,0,NA,"Direct assistance to the poor (food, cash)",3,4,4,4,3,3,5,1,4
40,19203902,1,0,0,22,0,2,0,0,1,0,0,0.705491733,3.872034815,0,0,0.5,1,NA,Education,2,3,3,4,4,4,4,1,2
40,19204101,0,0,0,36,1,1,0,0,0,0,0,0.705491733,NA,0,0.2,0.3,0,NA,"Direct assistance to the poor (food, cash)",3,3,4,2,4,2,3,1,2
40,19204201,0,0,0,31,1,2,0,0,1,0,0,0.29542455,3.895184841,0,0.2,0.3,0,NA,Education,4,3,3,4,3,3,3,3,3
40,19204301,0,0,0,42,1,1,0,0,1,0,0,-0.200174746,3.782669833,0,0.3,0.1,0,NA,Education,2,4,2,5,3,1,1,1,2
40,19204302,0,0,0,50,0,2,0,0,0,0,0,0.136560713,3.812212985,0,0.4,0.4,0,NA,Education,2,3,4,4,5,NA,NA,1,2
40,19204401,0,0,0,20,0,2,0,0,1,0,0,0.437850691,NA,0,0.2,0.2,0,NA,Healthcare,2,3,4,4,4,4,3,1,4
40,19204402,0,0,0,18,1,3,0,1,0,0,0,0.212833779,3.779433741,0,0.1,0.2,0,NA,Education,2,1,2,4,4,1,NA,2,4
40,19204501,0,0,0,65,0,4,1,1,1,0,0,1.494918505,4.087110155,1,0,0.5,0,NA,Education,3,5,4,5,4,5,5,3,3
40,19204502,0,0,0,37,1,2,0,1,0,0,0,-0.583109543,4.090922824,0,0.2,0.4,0,NA,"Direct assistance to the poor (food, cash)",2,1,3,4,2,3,1,1,1
40,19204601,0,0,0,37,0,4,0,1,1,1,1,0.705491733,4.220867604,0,0,0,0,NA,Agricultural development,3,3,3,3,4,4,3,5,4
40,19204602,0,0,0,34,1,4,0,1,1,0,0,1.494918505,4.22669136,0,0,0.1,0,NA,"Direct assistance to the poor (food, cash)",3,2,4,4,4,5,4,5,3
40,19204701,0,0,0,75,1,1,0,0,0,0,0,0.027783508,4.240749539,0,0.3,0.1,0,NA,"Direct assistance to the poor (food, cash)",3,2,3,4,3,3,5,5,3
40,19204702,0,0,0,85,0,1,0,0,0,0,0,0.437850691,4.223248924,1,0.1,0,0,NA,Education,4,4,4,4,4,4,4,5,5
40,19204801,1,0,0,45,0,1,0,0,1,1,1,0.143077263,4.449528489,0,0.3,0.2,0,NA,Access to clean water,3,4,4,5,4,4,5,4,2
40,19204802,0,0,0,31,1,1,0,0,0,0,0,0.437850691,4.423057517,0,0.4,0.2,0,NA,Access to clean water,5,4,4,4,4,5,5,2,3
40,19204901,0,0,0,67,1,3,0,0,0,0,0,0.705491733,4.638298605,0,0.2,0.2,0,NA,Access to clean water,3,4,4,4,3,4,3,3,4
40,19205001,1,1,4,29,0,4,0,1,1,0,0,1.494918505,4.62713171,1,0.3,0.5,1,0,Access to clean water,2,2,4,4,4,5,3,2,2
40,19205002,1,0,0,22,1,4,0,1,0,0,0,-0.281819565,4.634370247,0,0.1,0.1,0,NA,Education,2,4,3,4,5,4,2,2,2
40,19305201,1,0,0,37,1,4,0,1,1,0,0,0.515920302,5.03006189,0,0.1,0.3,1,NA,Education,5,4,3,4,2,1,1,5,4
40,19305202,1,0,0,62,0,4,0,1,1,0,0,0.404201755,5.022686618,1,0.4,0.2,0,NA,Education,5,4,4,4,4,4,1,3,2
40,19305401,1,0,0,46,1,4,0,1,1,0,0,0.705491733,5.008404637,0,0.1,0.6,0,NA,Education,3,5,4,5,4,5,4,5,4
40,19305402,1,0,0,19,0,4,1,1,0,0,0,0.705491733,NA,0,0.2,0.4,1,NA,Education,4,4,3,4,3,3,4,4,1
40,19305501,0,0,0,53,1,3,0,0,0,0,0,-0.17304236,5.236010946,0,0.2,0.8,0,NA,"Direct assistance to the poor (food, cash)",4,4,4,4,4,2,2,4,3
40,19305601,0,0,0,32,1,2,0,0,1,0,0,0.136560713,5.021313826,0,0.2,0.2,0,NA,Access to clean water,4,5,4,4,3,5,2,2,3
40,19305602,0,0,0,20,1,4,0,1,1,0,0,-0.877882971,5.030257212,0,0.2,0.2,0,NA,Education,4,4,5,5,5,5,3,5,4
40,19305603,1,0,0,48,1,1,0,0,0,0,0,-0.281819565,5.055707243,0,0.5,0.4,1,NA,"Direct assistance to the poor (food, cash)",1,NA,NA,4,NA,1,1,4,4
40,19305702,0,0,0,21,1,5,0,0,0,0,0,-0.576592993,5.059383132,0,0.5,0.6,0,NA,Education,5,4,5,5,5,4,5,4,2
40,19305801,1,1,3,30,0,4,1,0,1,1,1,-0.467815788,5.036540845,0,0.5,0.5,1,0,Education,4,4,4,4,5,4,2,3,4
40,19305802,0,0,0,24,1,4,0,0,0,0,0,-0.16652581,5.04964667,0,0.1,0.3,0,NA,Healthcare,4,4,4,4,4,2,2,2,2
40,19305901,1,0,0,60,0,4,0,0,1,0,0,1.185315433,5.14429307,1,0.3,0.3,0,NA,Education,2,4,4,4,4,3,3,2,3
40,19305903,0,0,0,47,1,2,0,1,1,0,0,0.705491733,5.146962852,1,0.2,0.1,0,NA,"Direct assistance to the poor (food, cash)",3,2,4,4,4,2,2,2,1
40,19306002,0,0,0,77,1,2,0,1,0,0,0,-0.877882971,5.145738818,0,0,0.5,0,NA,Education,2,2,2,4,4,2,1,4,1
40,19306201,1,0,0,25,1,4,0,0,1,0,0,-0.27350647,5.144569397,0,0.2,0.3,0,NA,"Direct assistance to the poor (food, cash)",4,5,4,4,4,4,4,4,3
40,19306202,0,0,0,21,0,2,0,0,0,0,0,-0.17304236,5.121520121,0,0.2,0.3,0,NA,Education,4,4,4,4,4,3,1,5,3
40,19306302,0,0,0,18,1,4,0,0,1,1,1,-0.877882971,5.132772188,0,0.1,0.5,0,NA,"Direct assistance to the poor (food, cash)",3,4,4,4,4,4,3,5,4
40,19306401,0,0,0,52,1,2,0,0,1,0,0,-0.576592993,5.101820523,0,0.2,0.2,0,NA,"Direct assistance to the poor (food, cash)",3,4,2,4,4,4,3,4,3
40,19306501,0,0,0,40,1,1,0,1,1,0,0,-0.467815788,5.075505835,0,0.5,0.3,0,NA,Education,4,4,4,4,4,2,4,5,3
40,19306601,0,0,0,51,1,4,0,0,0,0,0,-0.576592993,5.081333573,0,0,0.2,0,NA,"Direct assistance to the poor (food, cash)",4,4,4,2,3,4,3,4,4
40,19306602,0,0,0,54,0,4,0,0,1,0,0,-0.014178523,NA,1,0.5,0.7,0,NA,"Direct assistance to the poor (food, cash)",3,3,4,5,4,4,1,1,2
40,19306701,0,0,0,18,1,3,0,0,1,1,1,0.128247618,NA,0,0.1,0.2,0,NA,Healthcare,3,4,4,5,4,4,2,4,4
40,19306702,0,0,0,54,1,1,0,0,0,0,0,-0.576592993,NA,0,0.2,0.2,0,NA,"Direct assistance to the poor (food, cash)",3,4,3,5,4,4,2,2,2
40,19306801,0,0,0,37,0,4,0,1,1,1,1,-0.16652581,5.272671266,0,0.5,0.8,0,NA,Education,5,5,3,4,3,1,3,3,2
40,19306802,0,0,0,76,0,1,0,1,0,0,0,-0.17304236,5.262494262,0,0.1,0.2,0,NA,"Security, like the police and military",1,5,4,4,4,1,5,3,1
40,19306803,0,0,0,18,1,3,0,1,0,0,0,-0.576592993,NA,0,0.1,0.2,0,NA,Access to clean water,4,2,4,5,4,4,1,3,2
40,19306901,0,0,0,35,0,4,0,1,0,0,0,-0.16652581,5.268357473,0,0.2,0.1,0,NA,"Infrastructure, like roads and bridges",4,5,4,4,4,5,2,2,2
40,19306902,0,0,0,25,1,2,0,1,0,0,0,-0.17304236,5.275563822,0,0.2,0.2,0,NA,Education,4,5,5,4,5,3,3,1,1
40,19307001,0,0,0,18,1,4,0,1,0,0,0,-0.877882971,5.288814192,0,0.1,0.1,0,NA,"Direct assistance to the poor (food, cash)",4,4,4,4,4,4,4,4,4
40,19307002,1,0,0,26,1,1,0,1,0,0,0,-0.576592993,5.282663304,0,0.3,0.2,0,NA,"Direct assistance to the poor (food, cash)",3,4,4,4,3,4,3,3,1
40,19307003,1,0,0,61,0,3,1,1,1,0,0,0.136560713,5.282546318,0,0.3,0.5,1,NA,Education,5,4,4,5,4,3,2,2,2
40,19307101,0,0,0,42,1,1,0,0,0,0,0,-0.467815788,5.276573388,0,0.3,0.5,0,NA,Education,3,2,4,4,4,4,2,4,4
40,19307201,0,0,0,50,1,4,0,0,0,0,0,-0.576592993,5.310395763,0,0.2,0.2,0,NA,Healthcare,1,5,4,5,4,4,3,3,3
40,19307202,0,0,0,78,0,1,0,0,0,0,0,-0.583109543,5.315627263,0,0,0.2,0,NA,"Direct assistance to the poor (food, cash)",3,1,1,NA,NA,4,1,3,1
40,19307301,0,0,0,24,1,2,0,1,1,0,0,0.136560713,5.337209042,0,0.2,0.2,0,NA,"Direct assistance to the poor (food, cash)",2,NA,NA,4,3,2,1,2,3
40,19307302,1,1,2,24,0,4,0,0,0,0,0,1.200145077,5.330120331,1,0.2,0.2,1,1,Healthcare,4,2,4,4,4,4,4,3,4
40,19407402,0,0,0,31,1,1,0,0,0,0,0,0.027783508,5.209779716,0,0.6,0.1,0,NA,Healthcare,3,3,3,4,3,3,2,2,2
40,19407403,1,0,0,42,0,2,1,0,0,0,0,0.437850691,5.204480878,0,0.6,0.3,1,NA,Healthcare,3,2,4,4,4,3,3,2,3
40,19407404,0,0,0,22,1,2,0,0,0,0,0,0.437850691,5.204502976,0,0.1,0.1,0,NA,Access to clean water,3,3,3,3,3,3,2,2,3
40,19407501,1,1,1,22,0,2,1,0,1,1,1,0.925987485,5.208093645,1,0.1,0.1,0,1,Agricultural development,3,3,3,4,3,3,3,3,1
40,19407502,1,0,0,21,1,2,0,0,0,0,0,0.437850691,5.208147525,0,0.1,0.1,0,NA,Education,3,4,3,4,3,3,3,2,2
40,19407601,1,0,0,39,1,4,0,1,0,0,0,0.437850691,5.18654225,0,0.1,0.2,1,NA,Education,5,5,5,5,4,2,5,2,1
40,19407801,1,0,0,73,0,4,0,1,1,0,0,-0.014178523,5.450129179,1,0.1,0.2,1,NA,Access to clean water,5,4,4,5,4,4,3,5,3
40,19407802,0,0,0,60,1,3,0,1,1,0,0,0.027783508,5.459202797,1,0.1,0.1,0,NA,"Direct assistance to the poor (food, cash)",4,4,5,5,5,4,4,5,4
40,19407803,0,0,0,27,1,4,0,1,0,0,0,-0.308951951,5.446539368,0,0.1,0.1,0,NA,"Direct assistance to the poor (food, cash)",3,4,4,5,4,3,4,5,3
40,19407805,0,0,0,19,0,4,0,1,1,0,0,0.027783508,NA,0,0.3,0.1,0,NA,Agricultural development,2,1,4,4,4,2,1,2,2
40,19407901,0,0,0,44,0,4,0,1,1,0,0,0.705491733,NA,0,0.2,1,0,NA,"Direct assistance to the poor (food, cash)",4,2,4,2,4,4,2,4,4
40,19407902,0,0,0,33,1,4,0,1,0,1,0,-0.16652581,5.440791133,0,0.1,0.1,0,NA,"Direct assistance to the poor (food, cash)",4,4,4,5,4,4,5,4,4
40,19408001,1,0,0,21,0,3,0,1,1,1,1,0.437850691,5.116834522,0,0,0,0,NA,"Direct assistance to the poor (food, cash)",3,2,4,4,4,5,4,4,4
40,19408002,1,0,0,19,1,4,0,1,0,0,0,-0.014178523,5.117211146,0,0,0.1,0,NA,Healthcare,1,1,4,4,4,3,1,1,1
40,19408101,1,0,0,22,1,4,0,0,1,0,0,0.101115232,5.11638366,0,0.1,0.2,0,NA,Energy supply,3,1,4,4,4,5,2,5,2
40,19408102,1,0,0,20,0,4,0,0,1,0,0,0.705491733,5.109924661,0,0.2,0.2,0,NA,"Direct assistance to the poor (food, cash)",3,4,5,5,5,1,5,5,2
40,19408201,0,0,0,53,1,2,0,0,1,0,0,-0.158212715,5.090311505,0,0.1,0.1,0,NA,"Direct assistance to the poor (food, cash)",4,4,4,4,4,3,3,1,3
40,19408301,0,0,0,36,1,3,0,0,1,1,1,-0.27350647,5.054766091,0,0,0,0,NA,Education,3,4,4,4,3,1,1,2,2
40,19408401,1,0,0,36,0,2,0,0,0,0,0,-0.568279898,5.049587399,1,0.1,0.2,0,NA,"Direct assistance to the poor (food, cash)",3,3,4,4,3,1,1,1,1
40,19408402,0,0,0,52,0,4,0,0,1,1,1,-0.281819565,5.054904398,0,0.2,0.1,0,NA,Education,4,4,4,4,5,4,4,2,3
